CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,CrimeHead,CrimeSubHead,PoliceStation,PoliceStationType,District,Court,EmployeeID,Officer,OfficerRank,OfficerDesignation,Status,CaseCategory,Gravity,AccusedCount,AccusedNames,VictimCount,VictimNames,Complainant,ArrestCount,ChargesheetCount,LatestChargesheetDate,ChargesheetStatus,Acts,Sections,InfoReceivedPSDate,IncidentFromDate,IncidentToDate,Latitude,Longitude,BriefFacts
45,4.0001e+17,202600001,2026-03-25,Crimes Against Property,Criminal Trespass,Viveknagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,400,Warhi,Head Constable,Cyber Cell Officer,Under Investigation,PAR,Non-Heinous,1,Tejas Kapadia,2,Harshil Rama; Anay Arora,Darika Chhabra,1,0,,Pending,BNS,Burglary,2026-03-24 08:00:00,2026-03-24 00:00:00,2026-03-24 03:00:00,13.007674,77.657853,Deleniti error praesentium sapiente culpa culpa dolorum eveniet minima cum eveniet deleniti voluptate quas aut vitae aut fugit voluptates recusandae quasi ipsa.
46,4.0001e+17,202600001,2026-03-30,Crimes Against Body,Grievous Hurt,Adugodi Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,385,Vihaan,Police Constable,Cyber Cell Officer,Undetected,PAR,Heinous,3,Gaurangi Krishna; Wyatt Shah; Samarth Vasa,0,,Ubika Kibe,2,0,,Pending,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-03-29 11:00:00,2026-03-29 06:00:00,2026-03-29 11:00:00,12.860662,77.470348,Voluptatem eos ad ducimus qui ab doloribus sequi praesentium nesciunt officia sapiente pariatur officiis soluta odit nesciunt dolorem delectus commodi inventore ea.
47,1.0001e+17,202600001,2026-02-22,Economic Offences,Criminal Breach of Trust,Basavanagudi Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,237,Azad,Head Constable,Circle Inspector,Under Investigation,FIR,Non-Heinous,2,Samesh Shan; George Ramanathan,1,Reva Vig,Wazir Vala,2,0,,Pending,BNS,Cheating; Mischief,2026-02-20 18:00:00,2026-02-20 11:00:00,2026-02-20 13:00:00,12.914176,77.534778,Tempora eveniet ab rerum tenetur autem dolorum dolor quaerat veritatis dicta expedita sed itaque.
48,1.0001e+17,202600003,2026-01-14,Crimes Against Body,Grievous Hurt,Jayanagar Women PS,Women Police Station,Bangalore Urban,Court of ACMM Bengaluru,459,Manbir,Police Constable,Investigating Officer (IO),Undetected,FIR,Non-Heinous,1,Wahab Pant,1,Upadhriti Menon,Eta Pandit; Gopal Singh,0,0,,Pending,BNS,Attempt to Murder,2026-01-14 09:00:00,2026-01-14 00:00:00,2026-01-14 02:00:00,13.091789,77.627766,Quis commodi voluptates explicabo animi earum id accusamus in in praesentium explicabo eaque dolore qui velit minima dolor reiciendis hic distinctio consectetur.
49,8.0001e+17,202600001,2026-01-23,Cyber Crime,Online Financial Fraud,Hennur Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,447,Joshua,Inspector of Police,Reserve Sub-Inspector,Under Investigation,Zero FIR,Non-Heinous,1,Abhimanyu Apte,1,Ekiya Wali,Dakshesh Chada,0,0,,Pending,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2026-01-20 23:00:00,2026-01-20 18:00:00,2026-01-20 23:00:00,12.957015,77.613481,Eaque fugiat ducimus incidunt delectus a quam eligendi doloribus error laboriosam incidunt odio omnis facere ut.
50,1.0001e+17,202600003,2026-05-22,Crimes Against Women,Molestation,Kamakshipalya Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,112,Neelima,Police Constable,Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,1,Daniel Lalla,1,Balveer Sarna,Hardik Talwar,1,0,,Pending,BNS; DP Act; POCSO,Assault on Woman; Giving/Taking Dowry; Penetrative Sexual Assault,2026-05-20 15:00:00,2026-05-20 07:00:00,2026-05-20 08:00:00,12.881514,77.588605,Veritatis omnis dolorum aut consequuntur doloremque quod expedita corrupti temporibus recusandae cumque tempora non quos.
51,1.0001e+17,202600002,2026-01-27,Crimes Against Body,Kidnapping,Mahadevapura Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,60,Hemal,Police Constable,Investigating Officer (IO),Disposed by Court,FIR,Non-Heinous,1,Noah Chandra,0,,Akshay Bail,1,1,2026-03-01,Filed,BNS,Grievous Hurt; Murder,2026-01-26 09:00:00,2026-01-26 03:00:00,2026-01-26 08:00:00,12.925526,77.539221,Doloremque consequuntur laudantium animi iusto corporis laudantium libero molestiae sint ab sapiente iusto natus pariatur saepe fugiat in vero asperiores.
52,1.0001e+17,202600001,2026-04-14,Traffic & Motor Vehicle Offences,Rash Driving,Jnanabharathi Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,147,Atharv,Police Sub-Inspector (PSI),Circle Inspector,Undetected,FIR,Non-Heinous,3,Mason Datta; Anmol Rastogi; Aryan Rastogi,1,Noah Handa,Ishani Tailor,1,0,,Pending,MV Act,Dangerous Driving,2026-04-14 08:00:00,2026-04-14 00:00:00,2026-04-14 05:00:00,13.037275,77.576346,Laborum quidem corporis distinctio impedit consectetur atque omnis exercitationem quod mollitia totam eligendi exercitationem dolorum amet enim explicabo laudantium ex voluptates sit.
53,8.0001e+17,202600001,2026-03-25,Crimes Against Public Order,Rioting,Sheshadripuram Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,353,Jackson,Asst Sub-Inspector (ASI),Reserve Sub-Inspector,Under Investigation,Zero FIR,Non-Heinous,2,Kai Mittal; Ucchal Banerjee,1,Qarin Dewan,Chandresh Golla; Shivansh Chaudhuri,1,0,,Pending,BNS,Criminal Intimidation,2026-03-25 09:00:00,2026-03-24 23:00:00,2026-03-25 02:00:00,12.90447,77.664865,Autem aliquid reprehenderit labore quisquam animi magnam molestiae fugiat corporis perferendis porro soluta assumenda aliquam odio numquam.
54,1.0001e+17,202600001,2026-01-04,Crimes Against Body,Kidnapping,Rajajinagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,131,Hredhaan,Police Constable,Cyber Cell Officer,Charge Sheeted,FIR,Non-Heinous,0,,2,Faqid Aurora; Aahana Andra,Chakrika Sodhi,0,1,2026-03-12,Filed,BNS,Grievous Hurt,2026-01-04 00:00:00,2026-01-03 15:00:00,2026-01-03 18:00:00,12.877315,77.541049,Accusantium necessitatibus neque totam libero minima repudiandae quo in possimus illo architecto perspiciatis nisi voluptatibus optio culpa quo.
55,1.0001e+17,202600002,2026-03-17,Cyber Crime,Identity Theft,Banasawadi Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,19,Ranbir,Sub-Inspector (SI),Women's Cell Officer,Charge Sheeted,FIR,Non-Heinous,1,Amol Apte,1,Veda Kumar,Frado Memon,0,1,2026-04-20,Filed,IT Act,Computer Related Offences; Identity Theft,2026-03-14 09:00:00,2026-03-14 02:00:00,2026-03-14 07:00:00,12.907613,77.66126,Voluptates similique dolor commodi iusto eius necessitatibus iste quia ullam facilis quia possimus.
56,4.0001e+17,202600002,2026-04-09,Crimes Against Public Order,Public Nuisance,K.G. Halli Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,414,Jagdish,Asst Sub-Inspector (ASI),Cyber Cell Officer,Undetected,PAR,Non-Heinous,0,,0,,Vrinda Ganesan,0,0,,Pending,BNS,Criminal Intimidation,2026-04-09 02:00:00,2026-04-08 17:00:00,2026-04-08 17:00:00,12.982662,77.553545,Accusamus officiis repellendus aspernatur est quas cumque similique laborum animi facilis nemo.
57,1.0001e+17,202600003,2026-04-26,Traffic & Motor Vehicle Offences,Rash Driving,CEN PS Cyber Crime Cubbon Park,CEN Police Station,Bangalore Urban,Fast Track Court Bengaluru,473,Gagan,Police Constable,Cyber Cell Officer,Pending Trial,FIR,Non-Heinous,1,Sara Puri,1,Tanish Koshy,Advika Dora,1,0,,Pending,MV Act,Driving without Insurance,2026-04-24 12:00:00,2026-04-24 04:00:00,2026-04-24 10:00:00,12.98363,77.632854,Vitae blanditiis veritatis cum reiciendis labore quod iste earum quidem ex eius numquam officiis.
58,1.0001e+17,202600002,2026-05-23,Crimes Against Women,Rape,Halasuru Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,45,Ryan,Head Constable,Circle Inspector,Under Investigation,FIR,Non-Heinous,1,Aayush Rajan,1,Udyati Jhaveri,Nilima Bhandari,0,0,,Pending,BNS; POCSO,4; 79,2026-05-23 03:00:00,2026-05-22 17:00:00,2026-05-22 20:00:00,12.984886,77.708863,Quo doloremque iste porro eum eaque culpa ullam quis quos enim consequuntur tempora voluptatibus corporis voluptate reiciendis molestias quod libero modi molestiae laborum fugit.
59,1.0001e+17,202600001,2026-03-26,Crimes Against Public Order,Rioting,Byappanahalli Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,8,Shaurya,Sub-Inspector (SI),Station House Officer (SHO),Undetected,FIR,Non-Heinous,1,Logan Venkataraman,2,Vincent Bumb; Nakul Balasubramanian,Rachit Cherian,1,0,,Pending,BNS,Criminal Intimidation,2026-03-25 23:00:00,2026-03-25 12:00:00,2026-03-25 16:00:00,12.858474,77.665455,Molestiae modi explicabo aperiam id maxime ea rerum eum magni dicta distinctio at rem enim neque facere quod sequi doloribus ullam.
60,1.0001e+17,202600001,2026-01-31,Crimes Against Women,Dowry Harassment,Girinagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,247,Laban,Police Constable,Circle Inspector,Disposed by Court,FIR,Heinous,2,Kabir Nagar; Chaitanya Toor,0,,Sneha Dar,1,1,2026-02-25,Filed,BNS,Assault on Woman,2026-01-29 12:00:00,2026-01-29 06:00:00,2026-01-29 07:00:00,13.046054,77.462015,Accusantium alias voluptatibus sint laborum necessitatibus ea quod incidunt veniam quisquam reprehenderit vitae ducimus alias dicta debitis assumenda amet nam sit itaque veniam tenetur.
61,1.0001e+17,202600002,2026-06-20,Crimes Against Body,Grievous Hurt,HSR Layout Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,370,Timothy,Police Constable,Circle Inspector,Under Investigation,FIR,Heinous,1,Quincy Kurian,0,,Damini Sinha; Hardik Misra,1,0,,Pending,BNS,Grievous Hurt; Murder,2026-06-18 07:00:00,2026-06-17 14:00:00,2026-06-17 19:00:00,12.955393,77.480182,Delectus sed fuga doloremque quam cupiditate velit velit animi mollitia adipisci ullam ducimus maiores qui quis laboriosam aut et.
62,1.0001e+17,202600002,2026-04-18,Crimes Against Body,Murder,Chandra Layout Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,99,Ikshita,Head Constable,Traffic Officer,Closed - False Case,FIR,Non-Heinous,0,,0,,Baljiwan Sethi,0,1,2026-05-18,Filed,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-04-16 01:00:00,2026-04-15 21:00:00,2026-04-16 00:00:00,13.095196,77.592635,Commodi laboriosam cumque dolores corporis perspiciatis accusamus quaerat deserunt alias unde dolore ut sint suscipit consequuntur ipsum atque ut.
63,4.0001e+17,202600003,2026-01-23,Economic Offences,Forgery,HSR Layout Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,370,Timothy,Police Constable,Circle Inspector,Charge Sheeted,PAR,Non-Heinous,3,Darpan Kurian; Qabil Sankaran; Jagdish Khanna,2,Deepa Dube; Jagvi Sood,Nathan Shan,1,1,2026-04-10,Filed,BNS,Cheating; Mischief,2026-01-22 04:00:00,2026-01-21 21:00:00,2026-01-22 03:00:00,13.029838,77.522681,Eum doloremque blanditiis facilis ex quasi debitis iste suscipit ipsa corrupti in doloribus ad necessitatibus eos rem ea.
64,1.0001e+17,202600001,2026-03-22,Economic Offences,Counterfeiting,Frazer Town Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,425,Faras,Sub-Inspector (SI),Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,2,Gautam Vig; Gagan Hegde,2,Anusha Rege; Manya Golla,Idika Parsa,0,1,2026-05-15,Filed,BNS,Cheating; Mischief,2026-03-20 16:00:00,2026-03-20 01:00:00,2026-03-20 05:00:00,12.886227,77.689208,Hic impedit cum rerum voluptatem corporis odit ipsam magni magni ipsam ratione.
65,1.0001e+17,202600002,2026-03-05,Economic Offences,Forgery,Hennur Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,448,Aayush,Sub-Inspector (SI),Cyber Cell Officer,Closed - False Case,FIR,Non-Heinous,3,Balendra Dara; Jason Nagi; Azaan Manne,2,Anita Gade; Aahana Parekh,Jeet Grewal,0,1,2026-04-28,Filed,BNS,Cheating; Mischief,2026-03-03 13:00:00,2026-03-03 00:00:00,2026-03-03 03:00:00,13.05187,77.534993,Aspernatur assumenda non libero earum dignissimos nostrum provident repellat nesciunt dicta aperiam quasi illum quam animi repellat excepturi sapiente sint laudantium accusamus tenetur labore.
66,1.0001e+17,202600002,2026-06-23,Economic Offences,Criminal Breach of Trust,City Market Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,301,Panini,Police Constable,Crime Branch Officer,Disposed by Court,FIR,Non-Heinous,1,Tristan Chauhan,1,Vedika Virk,Gunbir Lal,1,1,2026-09-18,Filed,BNS,Cheating; Mischief,2026-06-21 12:00:00,2026-06-20 22:00:00,2026-06-21 01:00:00,13.037783,77.687499,Veritatis libero maiores minus modi accusantium voluptas dolore delectus aut dolorum repellendus adipisci.
67,1.0001e+17,202600002,2026-05-13,Crimes Against Women,Stalking,Mathikere Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,190,Noah,Head Constable,Traffic Officer,Under Investigation,FIR,Non-Heinous,1,Omkaar Rattan,1,Siya Ben,Shivansh Vora,1,0,,Pending,BNS,Assault on Woman,2026-05-12 06:00:00,2026-05-12 05:00:00,2026-05-12 06:00:00,12.965858,77.474522,Sit quaerat aliquid commodi laudantium magnam eius commodi illo consequatur nihil similique corporis nemo quia cum repudiandae vel.
68,1.0001e+17,202600004,2026-02-03,Economic Offences,Forgery,Jayanagar Women PS,Women Police Station,Bangalore Urban,Court of ACMM Bengaluru,463,Luke,Head Constable,Traffic Officer,Under Investigation,FIR,Non-Heinous,1,Isaiah Dewan,1,Irya Thaman,Bakhshi Nair,1,0,,Pending,BNS,Cheating; Mischief,2026-02-01 22:00:00,2026-02-01 16:00:00,2026-02-01 22:00:00,12.944551,77.458256,Saepe quaerat sapiente natus voluptates eum id natus eveniet corporis perspiciatis explicabo sit optio accusamus autem.
69,1.0001e+17,202600002,2026-03-02,Cyber Crime,Cyberstalking,Hebbagodi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,81,Jeevika,Asst Sub-Inspector (ASI),Crime Branch Officer,Disposed by Court,FIR,Non-Heinous,0,,0,,Oscar Ganesan,0,1,2026-03-17,Filed,IT Act,Computer Related Offences; Identity Theft,2026-02-28 21:00:00,2026-02-28 20:00:00,2026-02-28 21:00:00,13.075689,77.721372,Voluptas quod vel odio repellat sunt suscipit alias odit eaque perspiciatis earum molestiae unde numquam dolorum maxime inventore veritatis enim.
70,4.0001e+17,202600004,2026-06-23,Narcotics & NDPS,Drug Trafficking,Madivala Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,280,Darpan,Head Constable,Circle Inspector,Under Investigation,PAR,Non-Heinous,2,Victor Mitter; Wahab Mukherjee,1,Sanya Jaggi,Maanas Sha,2,0,,Pending,NDPS Act,Consumption of Narcotic Drug,2026-06-21 23:00:00,2026-06-21 10:00:00,2026-06-21 14:00:00,12.942922,77.567014,Animi vero ullam temporibus assumenda nihil ut ipsam maiores suscipit totam neque earum.
71,1.0001e+17,202600002,2026-03-01,Crimes Against Body,Kidnapping,Byappanahalli Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,6,Ikbal,Police Sub-Inspector (PSI),Traffic Officer,Under Investigation,FIR,Heinous,1,Advay Dutt,0,,Hritik Merchant,1,0,,Pending,BNS,Murder,2026-02-26 21:00:00,2026-02-26 11:00:00,2026-02-26 11:00:00,12.89506,77.585413,Doloribus dolore maiores fugit nesciunt accusamus explicabo similique dolores nam laudantium.
72,1.0001e+17,202600001,2026-02-09,Cyber Crime,Online Financial Fraud,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,152,Vaishnavi,Asst Sub-Inspector (ASI),Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,4,Rushil Doctor; Logan Choudhry; Upkaar Shankar; Patrick Master,1,Tripti Dalal,Samuel Chauhan,2,1,2026-03-19,Filed,IT Act,Cheating by Personation; Computer Related Offences,2026-02-06 17:00:00,2026-02-06 07:00:00,2026-02-06 07:00:00,12.921558,77.527338,Architecto sit ipsam aperiam harum ipsam quasi autem dolore vero qui culpa excepturi explicabo perferendis nulla sed reprehenderit maxime qui quia quis labore.
73,1.0001e+17,202600003,2026-02-28,Crimes Against Property,Burglary/House-breaking,Mahadevapura Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,58,Aadhya,Police Sub-Inspector (PSI),Reserve Sub-Inspector,Pending Trial,FIR,Non-Heinous,2,Agastya Batta; Yadavi Mital,0,,Harsh Sandhu,1,0,,Pending,BNS,Burglary,2026-02-27 12:00:00,2026-02-27 02:00:00,2026-02-27 03:00:00,13.032712,77.678384,Hic nam fugit eum ratione sed libero ipsam delectus esse corporis nemo neque at ullam eum sapiente saepe.
74,1.0001e+17,202600001,2026-05-03,Economic Offences,Counterfeiting,Neelasandra Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,406,Zehaan,Police Constable,Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Nathan Peri,0,,Chakradhar Garde,0,0,,Pending,BNS,Cheating; Mischief,2026-05-02 23:00:00,2026-05-02 07:00:00,2026-05-02 13:00:00,13.057906,77.56013,Quo molestiae voluptatum maxime maxime placeat harum facere nisi expedita veniam perspiciatis minima aut fugiat id natus nemo sunt vitae laborum ipsam numquam.
75,3.0001e+17,202600001,2026-05-28,Crimes Against Women,Dowry Harassment,Cottonpete Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,329,Panini,Sub-Inspector (SI),Crime Branch Officer,Charge Sheeted,UDR,Non-Heinous,2,Samesh Anne; Mitesh Agrawal,1,Damyanti Pandit,Samuel Gopal,1,1,2026-06-24,Filed,BNS; DP Act,3; 79,2026-05-27 20:00:00,2026-05-27 17:00:00,2026-05-27 19:00:00,13.051126,77.490311,Repudiandae maiores beatae tempora porro reprehenderit voluptatibus suscipit in culpa enim maiores.
76,1.0001e+17,202600002,2026-01-12,Crimes Against Women,Molestation,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,City Civil Court Bengaluru,486,David,Inspector of Police,Reserve Sub-Inspector,Undetected,FIR,Non-Heinous,1,Abeer Naidu,1,Vivaan Sani,Harinakshi Virk,1,0,,Pending,BNS; POCSO,Assault on Woman; Penetrative Sexual Assault,2026-01-10 21:00:00,2026-01-10 14:00:00,2026-01-10 14:00:00,12.880509,77.571695,Id atque accusamus adipisci cupiditate quisquam necessitatibus sit tempora maiores corporis dicta nobis corporis maxime magni adipisci.
77,1.0001e+17,202600005,2026-03-03,Economic Offences,Counterfeiting,Madivala Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,278,Jairaj,Police Constable,Women's Cell Officer,Pending Trial,FIR,Non-Heinous,0,,0,,Avni Khare,0,0,,Pending,BNS,Cheating; Mischief,2026-03-01 17:00:00,2026-03-01 06:00:00,2026-03-01 11:00:00,12.99027,77.547464,Quaerat explicabo cumque eaque aut temporibus neque expedita ipsum harum amet tempora nesciunt vero.
78,1.0001e+17,202600003,2026-03-25,Crimes Against Women,Rape,Whitefield Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,69,Mitesh,Police Constable,Women's Cell Officer,Charge Sheeted,FIR,Heinous,2,Praneel Raghavan; Aarush Mannan,1,Chameli Ghose,Watika Bains,2,1,2026-06-13,Filed,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-03-23 02:00:00,2026-03-22 17:00:00,2026-03-22 18:00:00,13.044145,77.73108,Dolore cum nesciunt cupiditate ab sint iste in dolorum suscipit voluptatem architecto perspiciatis perferendis nesciunt impedit.
79,8.0001e+17,202600004,2026-01-22,Economic Offences,Cheating,Basavanagudi Women PS,Women Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,452,Mason,Head Constable,Investigating Officer (IO),Charge Sheeted,Zero FIR,Non-Heinous,1,Patrick Kalita,1,Kashvi Dutta,Devansh Savant,1,1,2026-02-09,Filed,BNS,Cheating; Mischief,2026-01-20 01:00:00,2026-01-19 13:00:00,2026-01-19 17:00:00,12.882842,77.53808,Natus beatae modi harum illo aperiam commodi repudiandae expedita doloribus deleniti eligendi dolores alias optio exercitationem culpa provident at.
80,1.0001e+17,202600002,2026-02-26,Crimes Against Body,Murder,Byatarayanapura Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,178,Ryan,Asst Sub-Inspector (ASI),Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,0,,0,,Reyansh Balakrishnan,0,1,2026-05-22,Filed,BNS,Attempt to Murder; Grievous Hurt,2026-02-25 12:00:00,2026-02-25 00:00:00,2026-02-25 04:00:00,12.890574,77.735623,Fugiat vero dignissimos veritatis magnam dolorem iste consectetur provident ea tempore nesciunt facilis doloribus non distinctio sit commodi maiores.
